site,review,month,day,year,rate,sentiment,
agoda,good location and great view of taal volcano. too many people though during the weekend we were there. too many events (weddings  seminars  etc) happening at the same time. friendly and efficient staff. finishing of the new wing needs improvement (not at par with a real 5-star hotel),Jun,05,2012,70,,
agoda,i paid singapore dollars for my room and an extra bed. i paid us dollars for another room using the hotel's own website. i ended up with two rooms that were exactly alike except for an extra bed. i don't feel the extra bed is worth 75 singapore dollars considering we only stayed one night. only one passcard was provides per room. a real hassle. also the lock to the toilet was busted so we had to agree to knock before entering. the rooms were clean with good air-conditioning. internet access was free though. we also reserved for a 4 person room but were provided toiletries for 2. after calling for more  they provided the balance. they had a medium size pool complete with lifeguard  open from 7 am to 6 pm. they also have a nice restaurant with good reasonably priced food and a great view.,Jun,03,2012,67,,
agoda,loved the view. staff was very greetful and helpful. great room and relaxing. tv had lots of good channels too and food was awesome. the only thing was the water pressure and temperature in shower was random but eventually worked proper after it ran a few minutes. great place to take a loved one.,Jun,03,2012,100,,
agoda,its my third time of stay in this hotel cause its the no.1 choice of the family because of ite best location. just go at the back of the hotel and you will have the best view of the world smallest volcano  the staff are very accomodating and friendly and the foods are great!,Jun,02,2012,83,,
agoda,no problem in check in & out - very professional staff great location for great view at taal lake and volcano but a bit pricey even not including breakfast however the facility maintenance was poor,May,31,2012,73,,
agoda,The room is bid and clean  hotel staff basically are friendly  but no restaurant or Pub around the hotel vincinty  unless take a few minutes Jeepney ride away from the hotel,May,29,2012,67,,
agoda,Me and my girlfriend went there by bus  then jeep coming from Manila - the commute was painless. You would immediately be able to notice the hotel's facade. Entering its gates  walking  felt a bit awkward as expected from most hotels of this type  their entrances are made from drive-ins  nevertheless  the guards on duty were very courteous in greeting us and in instructing us the way to the concierge. Their view deck of the Taal Lake and Volcano was romantic and awesome! The hotel is definitely worthy of the name Taal Vista! We arrived early from our scheduled check-in time  yet  the room was already prepared for us. Going to the room was quite an adventure. Their compound is quite large  plus  they lack a bit in directive wall posts. We would've been easily irritated by this  but when we asked assistance from one RANDOM hotel employee  we were immediately offered  enthusiastically  to be escorted to our room. The superior room was good - value for money is A-OK. Bedding was clean and fresh - you could actually smell a hint of the cleaning agents they use for laundry. The only thing that I could complain a little bit about is that the bathtub didn't look healthy to bathe-in. It was unfortunate that our room was not located at a vantage point for viewing the Taal Lake from the balcony  though do note that the view wasn't bad enough to spoil the quality of the room. Food was terrific and org**mic! We ordered quite a variety from their menu and EVERYTHING was SUPERB! We definitely would go back to Taal Vista!,May,29,2012,97,,
agoda,Relaxing and pleasurable to stay at. Huge space and nice design of the interior.,May,29,2012,93,,
agoda,I stayed in Taal Vista for 3 nights to attend a convention accross the street. The staff are efficient and friendly. The food in the Cafe is reasonably priced and good enough. Certainly better than MacDonald's across the street. Tho' I did not avail of the other facilities  judging by the number of guests in the hotel  I surmise that Taal Vista is one of the best within the Tagaytay area.,May,23,2012,70,,
agoda,they are all accomodating and the service id fast.,May,23,2012,80,,
agoda,great stay in the hotel at the weekend very much with checkin and out.breakfast buffet much too expensive small selection.pool is ok for kids.,May,22,2012,80,,
agoda,Being one of the most famous hotels in tagaytay  this is set apart from the numerous b&b's in tagaytay. Service is great but nothing outstanding. although we just stayed for a night and didnt spend much time in the hotel during the day. I would go back just because we didnt encounter any problems.,May,20,2012,83,,
