Review,Rating Date,Rating,Sentiment,Site  
The facilities were tired and checking in and finding a suitable room was arduous. Also issues included: Flickering light  noisy rooms  untidy finishes  electricity sounds  fairground noise next door  phone not working  no phone on floor to call reception if needed  rooms very far from reception.,11-Oct-17,71,neg,booking
Complimentary Wine and Cake for our Honeymoon  Lake view as well,11-Oct-17,71,pos,booking
The bathroom is not very clean. The shower not functioning very well. They need to renovate,8-Oct-17,79,neg,booking
I like the size of the room and the bathroom.  It has enough space for me to move around.  I like that they have a clothes line inside the bathroom.  The design of the bathroom makes it easier for us to keep it dry.  This is a classic hotel that could last for decades because it placed priority on the needs of the guests OVER THE  AESTHETICS.  Never mind if it is not trendy or modern BUT it kept the guests' needs first!,8-Oct-17,79,pos,booking
The staff were very pleasant and friendly.,2-Oct-17,71,pos,booking
I like the location and the staff. They are very helpful and courteous,9-Sep-17,75,pos,booking
Room is old  limitted food choices  and noise in other rooms and from the outside is loud  not much of sound proofing.,29-Aug-17,,neg,booking
The view at the view deck.,29-Aug-17,,pos,booking
No wifi at room 124.,18-Jul-17,,neg,booking
Big thanks to Erika who assisted me at the reception. She offered me a room upgrade which is cheaper than having an extra bed. Others didn't offer it when my husband first inquired. 2kplus pesos is a difference huh. Big thanks to Erika ,18-Jul-17,,pos,booking
Costly amount of food ,4-Jul-17,,neg,booking
Overall service is excellent.,4-Jul-17,,pos,booking
No bidet. Leaking aircon. Water coming out of shower cubicle. Breakfast was delicious but they have the same menu everyday.,25-Jun-17,,neg,booking
Fast wifi,25-Jun-17,,pos,booking
but the service elsewehere in the hotel  the noise levels  the cleanliness of the room with bugs etc was not great especially for the $ spent on the same,17-Jun-17,81,neg,booking
The view is fascinating. It is great to watch the iew of taal.lake,17-Jun-17,81,pos,booking
i did not like the buffet breakfast - very few choices and taste was bland; I also did not like the way they managed and served the breakfast in the function room; there was only 2 to 3 personnel attending to a hundred guests having breakfast; most of the food bins were almost empty when there was still a long queue of guests who were not having breakfast; we waited for 15 minutes before we were able to get a seat.,2-Jun-17,54,neg,booking
the restaurant  not buffet was incredible and the staff very lovely,2-Jun-17,54,pos,booking
Old rooms and facility,1-Jun-17,10,neg,booking
They provide very good assistance particularly to the elderly.,1-Jun-17,10,pos,booking
The room was less than what i was expecting for the price its hard to tell from the ads what you'll get.there was drilling and hammering around 1030-11am that can be heard from the room  as if it was being done in the room. Some traffic noise and screams from sky ranch can be heard from the room.,18 April 2017,10,neg,booking
i like the view,18 April 2017,10,pos,booking
Great view outside overlooking taal volcano (not from the room).good breakfast.tolerable wifi.convenient entrance to sky ranch at the back of the property i wish the staff told me about it after buying tickets from them so i didnt have to walk through the busy highway's narrow sidewalk with little kids.,7-Feb-17,63,pos,booking
I requested an extra bed before we arrived  wasn't provided one. I followed it up the day we arrived  receptionist said will speak with housekeeping. Still no extra bed  and I was still charged for it!  Plus charges should be incurred upon booking  so people would know the ACTUAL price before booking. Plus  housekeeping was changing our linen while we were in the room. That is a first for me in all of the hotels we've booked before. Lastly  only one keycard was provided for us  I still have to request for a spare.,30-Jan-17,,neg,booking
Good size bedroom,30-Jan-17,,pos,booking
Too many bedrooms and not enough restaurant capacity to sit everyone. People made to queue and wait for breakfast  not enough waiting staff. Traffic in Tagaytay is now worse than Manila,30-Jan-17,,neg,booking
the staff  particularly the waiters at the veranda were all nice...i love the cookies given for new year...,30-Jan-17,,pos,booking
there was no receipt issued to me even if i asked for it already...i asked for an extra bed for so many times  and i ended up none... it was raining during that time  and part of the ceiling  maybe near  the window has a leakage  we reported it already  but still no action... the floor should have been carpeted nowadays...,7-Jan-17,,neg,booking
Nothing  if other hotels are available I won't stay there.,7-Jan-17,,pos,booking
Bugs in the room  smelly shower curtains and shower mat  old towels and bedding.,12-Dec-16,,neg,booking
We got the booking for its location. The front desk staff are attentive to our needs during check in and check out.,12-Dec-16,,pos,booking
Hotel needs major uplift  escalator out of order  they gave us a room in d old wing. Hot water for shower not hot enough. Lack of drinking glasses in d bedroom. Moldy smelling room.,28-Nov-16,81,neg,booking
Friendly staff  great view  breakfast buffet  cleanliness  courteous and reliable staff. VALUE FOR MONEY! AWESOME,28-Nov-16,81,pos,booking
We were expecting for a good view  but we were given a room with a view of the rooftop and windows of the other rooms.  There was no bidet in the toilet and the way the toilet was designed  there was no door towards the inner room going to the shower area and the toilet room.  That's why the smell from the toilet comes out into the whole room. The aircon was leaking  but was eventually repaired when we called the front desk.  We asked for ice and some other requests but until we checked out  our requests were not attended to.,3-Nov-16,50,neg,booking
Staff were very friendly. View is nice.,3-Nov-16,50,pos,booking
Expected more for price and rating.  Noisy hotel  can hear everything from guests in other rooms  slamming of doors. Long walks to rooms  smell and feeling is a bit like a hospital! Food quality average  fast food style. Seevice slow and staff needed reminding that youd ordered. Breakfast choice poor  fried  unhealthy. Coffee is poor. In our opinion price  is not reasonable for old style hotel that needs renovating - similar price to 5 star hotel in Manila but quality average.,2-Oct-16,58,neg,booking
View was good,2-Oct-16,58,pos,booking
A bit expensive for the whole experience,26-Sep-16,50,neg,booking
first and formost when i book my stay here i confirmed a cash basis pay but to my surprise when we get there its already paid via my credit card!! how come would you settle my bill at my credit card without informing me???!! the aircon in our room is not functioning! i call for check up  the engineer or the maintenance also feel the hotness in our room but they still say the aircon has no problem at all  and to think they just offer me a fan! i was like?! really??? at taal vista hotel i would use a fan!! lastly  why dont you have  a sign board or precaution sign telling that if its raining the grass is very slippery. my mom stamble down!! and infairness to your security or even a staff NO ONE HANDED FOR A HELP!! when i get back to check my parents  thats the only time we call for house doctor and when they ask the security they didnt know that happen!!!,24-Aug-16,33,neg,booking
We found the room facilities to be very dated and old. Granted  it's an old hotel but a lot of their fixtures (and floors) need to be updated. We got a mountain view room and it wasn't so much a view of a mountain but more a view of the neighboring empty lot. One would expect more for the price you have to pay for the room  It was 5 200 plus in Booking.com but amounted to 6 500 when we got there (Plus there was a 2k deposit).,26-Jul-16,,neg,booking
We like how abundant the breakfast buffet was  and the staff were very accommodating and friendly.,26-Jul-16,,pos,booking
The furnishings in the premier/lake view rooms could use some updating though.,19-Jul-16,,neg,booking
Taal vista is the place to be when staying with family.  We grew up to this hotel and brings back a lot of good memories.,19-Jul-16,,pos,booking
It is most unfortunate that the front desk staff did not inform us that we were entitled to a discount - we are SM Advantage cardholders.  As a result  we were made to pay P 1 500.00 more.  Not good.,24-Jun-16,,neg,booking
This may be the best hotel in Tagaytay City insofar as location and as facilities are concerned.,24-Jun-16,,pos,booking
Bath tub was not clean  bath tub and bathroom sink were clogged  Bed was not that comfortable  Cable was not working,29-May-16,,neg,booking
Very thorough and friendly,29-May-16,,pos,booking
Old facilities. The mattress and pillows were hard. It was an uncomfortable 3-night-sleep. I didn't expect for a 5-star hotel to have those kind of mattress pillows. 3-star hotels in Makati are even better.   Even worse...the electrical sockets available are type A sockets only. Luckily there was usb port in their LCD tv and I managed to charged my phone. But really disappointed  the rest of my devices weren't charged because all of my chargers are type E.  Disappointed also with the view from our room. I got the mountain view. It was not worth the money.,19 April 2016,81,neg,booking
